T20,Agricultural production indices,,,,,
196,Cyprus,2020,Food production (Index Base: 2014-2016 = 100),106.2,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
196,Cyprus,2021,Food production (Index Base: 2014-2016 = 100),111.1,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
196,Cyprus,2022,Food production (Index Base: 2014-2016 = 100),108.7,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
203,Czechia,1995,Agricultural production (Index Base: 2014-2016 = 100),113.7,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
203,Czechia,2005,Agricultural production (Index Base: 2014-2016 = 100),101.0,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
203,Czechia,2010,Agricultural production (Index Base: 2014-2016 = 100),89.0,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
203,Czechia,2015,Agricultural production (Index Base: 2014-2016 = 100),97.1,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
203,Czechia,2020,Agricultural production (Index Base: 2014-2016 = 100),96.9,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
203,Czechia,2021,Agricultural production (Index Base: 2014-2016 = 100),97.4,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
203,Czechia,2022,Agricultural production (Index Base: 2014-2016 = 100),97.6,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
203,Czechia,1995,Food production (Index Base: 2014-2016 = 100),113.7,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
203,Czechia,2005,Food production (Index Base: 2014-2016 = 100),101.0,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
203,Czechia,2010,Food production (Index Base: 2014-2016 = 100),89.0,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
203,Czechia,2015,Food production (Index Base: 2014-2016 = 100),97.1,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
203,Czechia,2020,Food production (Index Base: 2014-2016 = 100),96.9,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
203,Czechia,2021,Food production (Index Base: 2014-2016 = 100),97.5,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
203,Czechia,2022,Food production (Index Base: 2014-2016 = 100),97.7,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
408,Dem. People's Rep. Korea,1985,Agricultural production (Index Base: 2014-2016 = 100),88.7,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
408,Dem. People's Rep. Korea,1995,Agricultural production (Index Base: 2014-2016 = 100),76.3,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
408,Dem. People's Rep. Korea,2005,Agricultural production (Index Base: 2014-2016 = 100),102.2,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
408,Dem. People's Rep. Korea,2010,Agricultural production (Index Base: 2014-2016 = 100),98.7,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
408,Dem. People's Rep. Korea,2015,Agricultural production (Index Base: 2014-2016 = 100),98.6,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
408,Dem. People's Rep. Korea,2020,Agricultural production (Index Base: 2014-2016 = 100),94.5,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
408,Dem. People's Rep. Korea,2021,Agricultural production (Index Base: 2014-2016 = 100),93.9,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
408,Dem. People's Rep. Korea,2022,Agricultural production (Index Base: 2014-2016 = 100),93.1,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
408,Dem. People's Rep. Korea,1985,Food production (Index Base: 2014-2016 = 100),89.3,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
408,Dem. People's Rep. Korea,1995,Food production (Index Base: 2014-2016 = 100),76.3,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
408,Dem. People's Rep. Korea,2005,Food production (Index Base: 2014-2016 = 100),103.2,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
408,Dem. People's Rep. Korea,2010,Food production (Index Base: 2014-2016 = 100),99.2,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
408,Dem. People's Rep. Korea,2015,Food production (Index Base: 2014-2016 = 100),98.5,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
408,Dem. People's Rep. Korea,2020,Food production (Index Base: 2014-2016 = 100),94.2,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
408,Dem. People's Rep. Korea,2021,Food production (Index Base: 2014-2016 = 100),93.5,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
408,Dem. People's Rep. Korea,2022,Food production (Index Base: 2014-2016 = 100),92.7,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
180,Dem. Rep. of the Congo,1985,Agricultural production (Index Base: 2014-2016 = 100),50.9,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
180,Dem. Rep. of the Congo,1995,Agricultural production (Index Base: 2014-2016 = 100),53.2,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
180,Dem. Rep. of the Congo,2005,Agricultural production (Index Base: 2014-2016 = 100),48.8,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
180,Dem. Rep. of the Congo,2010,Agricultural production (Index Base: 2014-2016 = 100),82.1,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
180,Dem. Rep. of the Congo,2015,Agricultural production (Index Base: 2014-2016 = 100),99.3,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
180,Dem. Rep. of the Congo,2020,Agricultural production (Index Base: 2014-2016 = 100),113.3,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
180,Dem. Rep. of the Congo,2021,Agricultural production (Index Base: 2014-2016 = 100),118.0,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
180,Dem. Rep. of the Congo,2022,Agricultural production (Index Base: 2014-2016 = 100),122.6,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
180,Dem. Rep. of the Congo,1985,Food production (Index Base: 2014-2016 = 100),50.2,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
180,Dem. Rep. of the Congo,1995,Food production (Index Base: 2014-2016 = 100),53.0,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
180,Dem. Rep. of the Congo,2005,Food production (Index Base: 2014-2016 = 100),48.3,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
180,Dem. Rep. of the Congo,2010,Food production (Index Base: 2014-2016 = 100),82.4,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
180,Dem. Rep. of the Congo,2015,Food production (Index Base: 2014-2016 = 100),99.3,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
180,Dem. Rep. of the Congo,2020,Food production (Index Base: 2014-2016 = 100),113.2,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
180,Dem. Rep. of the Congo,2021,Food production (Index Base: 2014-2016 = 100),118.0,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
180,Dem. Rep. of the Congo,2022,Food production (Index Base: 2014-2016 = 100),122.8,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
208,Denmark,1985,Agricultural production (Index Base: 2014-2016 = 100),88.2,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
208,Denmark,1995,Agricultural production (Index Base: 2014-2016 = 100),95.1,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
208,Denmark,2005,Agricultural production (Index Base: 2014-2016 = 100),98.7,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
208,Denmark,2010,Agricultural production (Index Base: 2014-2016 = 100),97.0,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
208,Denmark,2015,Agricultural production (Index Base: 2014-2016 = 100),101.2,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
208,Denmark,2020,Agricultural production (Index Base: 2014-2016 = 100),102.6,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
208,Denmark,2021,Agricultural production (Index Base: 2014-2016 = 100),103.0,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
208,Denmark,2022,Agricultural production (Index Base: 2014-2016 = 100),103.8,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
208,Denmark,1985,Food production (Index Base: 2014-2016 = 100),88.2,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
208,Denmark,1995,Food production (Index Base: 2014-2016 = 100),95.1,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
208,Denmark,2005,Food production (Index Base: 2014-2016 = 100),98.7,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
208,Denmark,2010,Food production (Index Base: 2014-2016 = 100),97.0,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
208,Denmark,2015,Food production (Index Base: 2014-2016 = 100),101.2,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
208,Denmark,2020,Food production (Index Base: 2014-2016 = 100),102.6,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
208,Denmark,2021,Food production (Index Base: 2014-2016 = 100),103.0,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
208,Denmark,2022,Food production (Index Base: 2014-2016 = 100),103.8,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
262,Djibouti,1985,Agricultural production (Index Base: 2014-2016 = 100),64.5,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
262,Djibouti,1995,Agricultural production (Index Base: 2014-2016 = 100),90.3,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
262,Djibouti,2005,Agricultural production (Index Base: 2014-2016 = 100),110.3,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
262,Djibouti,2010,Agricultural production (Index Base: 2014-2016 = 100),118.0,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
262,Djibouti,2015,Agricultural production (Index Base: 2014-2016 = 100),83.9,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
